id;name
242;devastomasso
121;megacorno
205;velenpuntura
26;incornata
20;pestone
27;furia
265;abbattimento
292;battiterra
276;insidia
186;cadutamassi
297;giravvita
31;riduttore
247;pietrataglio
192;martelpugno
64;terremoto
128;introforza
44;geloraggio
45;bora
49;iper raggio
61;fulmine
62;tuono
65;fossa
146;breccia
40;lanciafiamme
76;fuocobomba
166;rocciotomba
141;facciata
99;furto
274;coro
218;focalcolpo
283;bruciatutto
226;ombrartigli
198;rivincita
222;gigaimpatto
94;frana
294;codadrago
235;cannonflash
136;spaccaroccia
148;forzasegreta
345;crescipugno
13;taglio
43;surf
53;forza
131;sgranocchio
158;tritartigli
214;dragofuria
229;rogodenti
228;gelodenti
125;codacciaio
236;scalaroccia
80;capocciata
227;fulmindenti
208;idrondata
213;dragopulsar
221;geoforza
7;fuocopugno
142;centripugno
8;gelopugno
110;ventogelato
245;metaltestata
112;oltraggio
187;ondashock
101;russare
144;troppoforte
9;tuonopugno
139;baraonda
