id;name
139;bruciapelo
10;graffio
106;finta
92;sfuriate
97;lacerazione
29;corposcontro
129;introforza
49;iper raggio
61;fulmine
62;tuono
65;fossa
135;palla ombra
176;aeroassalto
142;facciata
100;furto
275;coro
276;echeggiavoce
227;ombrartigli
199;rivincita
286;nemesi
223;gigaimpatto
293;battiterra
84;mangiasogni
197;retromarcia
149;forzasegreta
13;taglio
200;garanzia
37;morso
201;ultimascelta
68;attacco rapido
192;svegliopacca
183;supplica
274;ripicca
157;granvoce
126;codacciaio
148;privazione
188;ondashock
102;russare
189;idropulsar
202;sbigoattacco
336;carineria
